POSTCODE,TYPE,DATE,VALUE
0,NEW,2020-04-03,0.0
0,NEW,2020-04-04,0.0
0,NEW,2020-04-05,0.0
0,NEW,2020-04-06,0.0
0,NEW,2020-04-07,0.0
0,NEW,2020-04-08,0.0
0,NEW,2020-04-09,0.0
0,NEW,2020-04-10,0.0
0,NEW,2020-04-11,0.0
0,NEW,2020-04-12,0.0
0,NEW,2020-04-13,0.0
0,NEW,2020-04-14,0.0
0,NEW,2020-04-15,0.0
0,NEW,2020-04-16,0.0
0,NEW,2020-04-17,0.0
0,NEW,2020-04-18,0.0
0,NEW,2020-04-19,0.0
0,NEW,2020-04-20,0.0
0,NEW,2020-04-21,0.0
0,NEW,2020-04-22,0.0
0,NEW,2020-04-23,0.0
0,NEW,2020-04-24,0.0
0,NEW,2020-04-25,0.0
0,NEW,2020-04-26,0.0
0,NEW,2020-04-27,0.0
0,NEW,2020-04-28,0.0
0,NEW,2020-04-29,0.0
0,NEW,2020-04-30,0.0
0,NEW,2020-05-01,0.0
0,NEW,2020-05-02,0.0
0,NEW,2020-05-03,0.0
0,NEW,2020-05-04,0.0
0,NEW,2020-05-05,0.0
0,NEW,2020-05-06,0.0
0,NEW,2020-05-07,0.0
0,NEW,2020-05-08,0.0
0,NEW,2020-05-09,0.0
0,NEW,2020-05-10,0.0
0,NEW,2020-05-11,0.0
0,NEW,2020-05-12,0.0
0,SUM,2020-01-22,0.0
0,SUM,2020-01-23,0.0
0,SUM,2020-01-24,0.0
0,SUM,2020-01-25,0.0
0,SUM,2020-01-26,0.0
0,SUM,2020-01-27,0.0
0,SUM,2020-01-28,0.0
0,SUM,2020-01-29,0.0
0,SUM,2020-01-30,0.0
0,SUM,2020-01-31,0.0
0,SUM,2020-02-01,0.0
0,SUM,2020-02-02,0.0
0,SUM,2020-02-03,0.0
0,SUM,2020-02-04,0.0
0,SUM,2020-02-05,0.0
0,SUM,2020-02-06,0.0
0,SUM,2020-02-07,0.0
0,SUM,2020-02-08,0.0
0,SUM,2020-02-09,0.0
0,SUM,2020-02-10,0.0
0,SUM,2020-02-11,0.0
0,SUM,2020-02-12,0.0
0,SUM,2020-02-13,0.0
0,SUM,2020-02-14,0.0
0,SUM,2020-02-15,0.0
0,SUM,2020-02-16,0.0
0,SUM,2020-02-17,0.0
0,SUM,2020-02-18,0.0
0,SUM,2020-02-19,0.0
0,SUM,2020-02-20,0.0
0,SUM,2020-02-21,0.0
0,SUM,2020-02-22,0.0
0,SUM,2020-02-23,0.0
0,SUM,2020-02-24,0.0
0,SUM,2020-02-25,0.0
0,SUM,2020-02-26,0.0
0,SUM,2020-02-27,0.0
0,SUM,2020-02-28,0.0
0,SUM,2020-02-29,0.0
0,SUM,2020-03-01,0.0
0,SUM,2020-03-02,0.0
0,SUM,2020-03-03,0.0
0,SUM,2020-03-04,0.0
0,SUM,2020-03-05,0.0
0,SUM,2020-03-06,0.0
0,SUM,2020-03-07,0.0
0,SUM,2020-03-08,0.0
0,SUM,2020-03-09,0.0
0,SUM,2020-03-10,0.0
0,SUM,2020-03-11,0.0
0,SUM,2020-03-12,0.0
0,SUM,2020-03-13,0.0
0,SUM,2020-03-14,0.0
0,SUM,2020-03-15,0.0
0,SUM,2020-03-16,0.0
0,SUM,2020-03-17,0.0
0,SUM,2020-03-18,0.0
0,SUM,2020-03-19,0.0
0,SUM,2020-03-20,0.0
0,SUM,2020-03-21,0.0
0,SUM,2020-03-22,0.0
0,SUM,2020-03-23,0.0
0,SUM,2020-03-24,0.0
0,SUM,2020-03-25,0.0
0,SUM,2020-03-26,0.0
0,SUM,2020-03-27,0.0
0,SUM,2020-03-28,0.0
0,SUM,2020-03-29,0.0
0,SUM,2020-03-30,0.0
0,SUM,2020-03-31,0.0
0,SUM,2020-04-01,0.0
0,SUM,2020-04-02,0.0
0,SUM,2020-04-03,0.0
0,SUM,2020-04-04,0.0
0,SUM,2020-04-05,0.0
0,SUM,2020-04-06,0.0
0,SUM,2020-04-07,0.0
0,SUM,2020-04-08,0.0
0,SUM,2020-04-09,0.0
0,SUM,2020-04-10,0.0
0,SUM,2020-04-11,0.0
0,SUM,2020-04-12,0.0
0,SUM,2020-04-13,0.0
0,SUM,2020-04-14,0.0
0,SUM,2020-04-15,0.0
0,SUM,2020-04-16,0.0
0,SUM,2020-04-17,0.0
0,SUM,2020-04-18,0.0
0,SUM,2020-04-19,0.0
0,SUM,2020-04-20,0.0
0,SUM,2020-04-21,0.0
0,SUM,2020-04-22,0.0
0,SUM,2020-04-23,0.0
0,SUM,2020-04-24,0.0
0,SUM,2020-04-25,0.0
0,SUM,2020-04-26,0.0
0,SUM,2020-04-27,0.0
0,SUM,2020-04-28,0.0
0,SUM,2020-04-29,0.0
0,SUM,2020-04-30,0.0
0,SUM,2020-05-01,0.0
0,SUM,2020-05-02,0.0
0,SUM,2020-05-03,0.0
0,SUM,2020-05-04,0.0
0,SUM,2020-05-05,0.0
0,SUM,2020-05-06,0.0
0,SUM,2020-05-07,0.0
0,SUM,2020-05-08,0.0
0,SUM,2020-05-09,0.0
0,SUM,2020-05-10,0.0
0,SUM,2020-05-11,0.0
0,SUM,2020-05-12,0.0
1871,NEW,2020-01-22,0.0
1871,NEW,2020-01-23,0.0
1871,NEW,2020-01-24,0.0
1871,NEW,2020-01-25,0.0
1871,NEW,2020-01-26,0.0
1871,NEW,2020-01-27,0.0
1871,NEW,2020-01-28,0.0
1871,NEW,2020-01-29,0.0
1871,NEW,2020-01-30,0.0
1871,NEW,2020-01-31,0.0
1871,NEW,2020-02-01,0.0
1871,NEW,2020-02-02,0.0
1871,NEW,2020-02-03,0.0
1871,NEW,2020-02-04,0.0
1871,NEW,2020-02-05,0.0
1871,NEW,2020-02-06,0.0
1871,NEW,2020-02-07,0.0
1871,NEW,2020-02-08,0.0
1871,NEW,2020-02-09,0.0
1871,NEW,2020-02-10,0.0
1871,NEW,2020-02-11,0.0
1871,NEW,2020-02-12,0.0
1871,NEW,2020-02-13,0.0
1871,NEW,2020-02-14,0.0
1871,NEW,2020-02-15,0.0
1871,NEW,2020-02-16,0.0
1871,NEW,2020-02-17,0.0
1871,NEW,2020-02-18,0.0
1871,NEW,2020-02-19,0.0
1871,NEW,2020-02-20,0.0
1871,NEW,2020-02-21,0.0
1871,NEW,2020-02-22,0.0
1871,NEW,2020-02-23,0.0
1871,NEW,2020-02-24,0.0
1871,NEW,2020-02-25,0.0
1871,NEW,2020-02-26,0.0
1871,NEW,2020-02-27,0.0
1871,NEW,2020-02-28,0.0
1871,NEW,2020-02-29,0.0
1871,NEW,2020-03-01,0.0
1871,NEW,2020-03-02,0.0
1871,NEW,2020-03-03,0.0
1871,NEW,2020-03-04,0.0
1871,NEW,2020-03-05,0.0
1871,NEW,2020-03-06,0.0
1871,NEW,2020-03-07,0.0
1871,NEW,2020-03-08,0.0
1871,NEW,2020-03-09,0.0
1871,NEW,2020-03-10,0.0
1871,NEW,2020-03-11,0.0
1871,NEW,2020-03-12,0.0
1871,NEW,2020-03-13,0.0
1871,NEW,2020-03-14,0.0
1871,NEW,2020-03-15,0.0
1871,NEW,2020-03-16,0.0
1871,NEW,2020-03-17,0.0
1871,NEW,2020-03-18,0.0
1871,NEW,2020-03-19,0.0
1871,NEW,2020-03-20,0.0
1871,NEW,2020-03-21,0.0
1871,NEW,2020-03-22,0.0
1871,NEW,2020-03-23,0.0
1871,NEW,2020-03-24,0.0
1871,NEW,2020-03-25,0.0
1871,NEW,2020-03-26,0.0
1871,NEW,2020-03-27,0.0
1871,NEW,2020-03-28,0.0
1871,NEW,2020-03-29,0.0
1871,NEW,2020-03-30,0.0
1871,NEW,2020-03-31,0.0
1871,NEW,2020-04-01,0.0
1871,NEW,2020-04-02,0.0
1871,NEW,2020-04-03,0.0
1871,NEW,2020-04-04,0.0
1871,NEW,2020-04-05,0.0
1871,NEW,2020-04-06,0.0
1871,NEW,2020-04-07,0.0
1871,NEW,2020-04-08,0.0
1871,NEW,2020-04-09,0.0
1871,NEW,2020-04-10,0.0
1871,NEW,2020-04-11,0.0
1871,NEW,2020-04-12,0.0
1871,NEW,2020-04-13,0.0
1871,NEW,2020-04-14,0.0
1871,NEW,2020-04-15,0.0
1871,NEW,2020-04-16,0.0
1871,NEW,2020-04-17,0.0
1871,NEW,2020-04-18,0.0
1871,NEW,2020-04-19,0.0
1871,NEW,2020-04-20,0.0
1871,NEW,2020-04-21,0.0
1871,NEW,2020-04-22,0.0
1871,NEW,2020-04-23,0.0
1871,NEW,2020-04-24,0.0
1871,NEW,2020-04-25,0.0
1871,NEW,2020-04-26,0.0
1871,NEW,2020-04-27,0.0
1871,NEW,2020-04-28,0.0
1871,NEW,2020-04-29,0.0
1871,NEW,2020-04-30,0.0
1871,NEW,2020-05-01,0.0
1871,NEW,2020-05-02,0.0
1871,NEW,2020-05-03,0.0
1871,NEW,2020-05-04,0.0
1871,NEW,2020-05-05,0.0
1871,NEW,2020-05-06,0.0
1871,NEW,2020-05-07,0.0
1871,NEW,2020-05-08,0.0
1871,NEW,2020-05-09,0.0
1871,NEW,2020-05-10,0.0
1871,NEW,2020-05-11,0.0
1871,NEW,2020-05-12,0.0
1871,SUM,2020-01-22,0.0
1871,SUM,2020-01-23,0.0
1871,SUM,2020-01-24,0.0
1871,SUM,2020-01-25,0.0
1871,SUM,2020-01-26,0.0
1871,SUM,2020-01-27,0.0
1871,SUM,2020-01-28,0.0
1871,SUM,2020-01-29,0.0
1871,SUM,2020-01-30,0.0
1871,SUM,2020-01-31,0.0
1871,SUM,2020-02-01,0.0
1871,SUM,2020-02-02,0.0
1871,SUM,2020-02-03,0.0
1871,SUM,2020-02-04,0.0
1871,SUM,2020-02-05,0.0
1871,SUM,2020-02-06,0.0
1871,SUM,2020-02-07,0.0
1871,SUM,2020-02-08,0.0
1871,SUM,2020-02-09,0.0
1871,SUM,2020-02-10,0.0
1871,SUM,2020-02-11,0.0
1871,SUM,2020-02-12,0.0
1871,SUM,2020-02-13,0.0
1871,SUM,2020-02-14,0.0
1871,SUM,2020-02-15,0.0
1871,SUM,2020-02-16,0.0
1871,SUM,2020-02-17,0.0
1871,SUM,2020-02-18,0.0
1871,SUM,2020-02-19,0.0
1871,SUM,2020-02-20,0.0
1871,SUM,2020-02-21,0.0
1871,SUM,2020-02-22,0.0
1871,SUM,2020-02-23,0.0
1871,SUM,2020-02-24,0.0
1871,SUM,2020-02-25,0.0
1871,SUM,2020-02-26,0.0
1871,SUM,2020-02-27,0.0
1871,SUM,2020-02-28,0.0
1871,SUM,2020-02-29,0.0
1871,SUM,2020-03-01,0.0
1871,SUM,2020-03-02,0.0
1871,SUM,2020-03-03,0.0
1871,SUM,2020-03-04,0.0
1871,SUM,2020-03-05,0.0
1871,SUM,2020-03-06,0.0
1871,SUM,2020-03-07,0.0
1871,SUM,2020-03-08,0.0
1871,SUM,2020-03-09,0.0
1871,SUM,2020-03-10,0.0
1871,SUM,2020-03-11,0.0
1871,SUM,2020-03-12,0.0
1871,SUM,2020-03-13,0.0
1871,SUM,2020-03-14,0.0
1871,SUM,2020-03-15,0.0
1871,SUM,2020-03-16,0.0
1871,SUM,2020-03-17,0.0
1871,SUM,2020-03-18,0.0
1871,SUM,2020-03-19,0.0
1871,SUM,2020-03-20,0.0
1871,SUM,2020-03-21,0.0
1871,SUM,2020-03-22,0.0
1871,SUM,2020-03-23,0.0
1871,SUM,2020-03-24,0.0
1871,SUM,2020-03-25,0.0
1871,SUM,2020-03-26,0.0
1871,SUM,2020-03-27,0.0
1871,SUM,2020-03-28,0.0
1871,SUM,2020-03-29,0.0
1871,SUM,2020-03-30,0.0
1871,SUM,2020-03-31,0.0
1871,SUM,2020-04-01,0.0
1871,SUM,2020-04-02,0.0
1871,SUM,2020-04-03,0.0
1871,SUM,2020-04-04,0.0
1871,SUM,2020-04-05,0.0
1871,SUM,2020-04-06,0.0
1871,SUM,2020-04-07,0.0
1871,SUM,2020-04-08,0.0
1871,SUM,2020-04-09,0.0
1871,SUM,2020-04-10,0.0
1871,SUM,2020-04-11,0.0
1871,SUM,2020-04-12,0.0
1871,SUM,2020-04-13,0.0
1871,SUM,2020-04-14,0.0
1871,SUM,2020-04-15,0.0
1871,SUM,2020-04-16,0.0
1871,SUM,2020-04-17,0.0
1871,SUM,2020-04-18,0.0
1871,SUM,2020-04-19,0.0
1871,SUM,2020-04-20,0.0
1871,SUM,2020-04-21,0.0
1871,SUM,2020-04-22,0.0
1871,SUM,2020-04-23,0.0
1871,SUM,2020-04-24,0.0
1871,SUM,2020-04-25,0.0
1871,SUM,2020-04-26,0.0
1871,SUM,2020-04-27,0.0
1871,SUM,2020-04-28,0.0
1871,SUM,2020-04-29,0.0
1871,SUM,2020-04-30,0.0
1871,SUM,2020-05-01,0.0
1871,SUM,2020-05-02,0.0
1871,SUM,2020-05-03,0.0
1871,SUM,2020-05-04,0.0
1871,SUM,2020-05-05,0.0
1871,SUM,2020-05-06,0.0
1871,SUM,2020-05-07,0.0
1871,SUM,2020-05-08,0.0
1871,SUM,2020-05-09,0.0
1871,SUM,2020-05-10,0.0
1871,SUM,2020-05-11,0.0
1871,SUM,2020-05-12,0.0
2000,NEW,2020-01-22,0.0
2000,NEW,2020-01-23,0.0
2000,NEW,2020-01-24,0.0
2000,NEW,2020-01-25,0.0
2000,NEW,2020-01-26,0.0
2000,NEW,2020-01-27,0.0
2000,NEW,2020-01-28,0.0
2000,NEW,2020-01-29,0.0
2000,NEW,2020-01-30,0.0
2000,NEW,2020-01-31,0.0
2000,NEW,2020-02-01,0.0
2000,NEW,2020-02-02,0.0
2000,NEW,2020-02-03,0.0
2000,NEW,2020-02-04,0.0
2000,NEW,2020-02-05,0.0
2000,NEW,2020-02-06,0.0
2000,NEW,2020-02-07,0.0
2000,NEW,2020-02-08,0.0
2000,NEW,2020-02-09,0.0
2000,NEW,2020-02-10,0.0
2000,NEW,2020-02-11,0.0
2000,NEW,2020-02-12,0.0
2000,NEW,2020-02-13,0.0
2000,NEW,2020-02-14,0.0
2000,NEW,2020-02-15,0.0
2000,NEW,2020-02-16,0.0
2000,NEW,2020-02-17,0.0
2000,NEW,2020-02-18,0.0
2000,NEW,2020-02-19,0.0
2000,NEW,2020-02-20,0.0
2000,NEW,2020-02-21,0.0
2000,NEW,2020-02-22,0.0
2000,NEW,2020-02-23,0.0
2000,NEW,2020-02-24,0.0
2000,NEW,2020-02-25,0.0
2000,NEW,2020-02-26,0.0
2000,NEW,2020-02-27,0.0
2000,NEW,2020-02-28,0.0
2000,NEW,2020-02-29,0.0
2000,NEW,2020-03-01,0.0
2000,NEW,2020-03-02,0.0
2000,NEW,2020-03-03,0.0
2000,NEW,2020-03-04,0.0
2000,NEW,2020-03-05,0.0
2000,NEW,2020-03-06,0.0
2000,NEW,2020-03-07,0.0
2000,NEW,2020-03-08,0.0
2000,NEW,2020-03-09,0.0
2000,NEW,2020-03-10,0.0
2000,NEW,2020-03-11,0.0
2000,NEW,2020-03-12,0.0
2000,NEW,2020-03-13,0.0
2000,NEW,2020-03-14,0.0
2000,NEW,2020-03-15,1.0
2000,NEW,2020-03-16,0.0
2000,NEW,2020-03-17,0.0
2000,NEW,2020-03-18,1.0
2000,NEW,2020-03-19,1.0
2000,NEW,2020-03-20,2.0
2000,NEW,2020-03-21,0.0
2000,NEW,2020-03-22,0.0
2000,NEW,2020-03-23,3.0
2000,NEW,2020-03-24,0.0
2000,NEW,2020-03-25,1.0
2000,NEW,2020-03-26,1.0
2000,NEW,2020-03-27,0.0
2000,NEW,2020-03-28,0.0
2000,NEW,2020-03-29,0.0
2000,NEW,2020-03-30,0.0
2000,NEW,2020-03-31,0.0
2000,NEW,2020-04-01,1.0
2000,NEW,2020-04-02,2.0
2000,NEW,2020-04-03,0.0
2000,NEW,2020-04-04,1.0
2000,NEW,2020-04-05,0.0
2000,NEW,2020-04-06,1.0
2000,NEW,2020-04-07,0.0
2000,NEW,2020-04-08,0.0
2000,NEW,2020-04-09,0.0
2000,NEW,2020-04-10,0.0
2000,NEW,2020-04-11,0.0
2000,NEW,2020-04-12,0.0
2000,NEW,2020-04-13,0.0
2000,NEW,2020-04-14,1.0
2000,NEW,2020-04-15,0.0
2000,NEW,2020-04-16,0.0
2000,NEW,2020-04-17,0.0
2000,NEW,2020-04-18,0.0
2000,NEW,2020-04-19,0.0
2000,NEW,2020-04-20,0.0
2000,NEW,2020-04-21,0.0
2000,NEW,2020-04-22,0.0
2000,NEW,2020-04-23,0.0
2000,NEW,2020-04-24,0.0
2000,NEW,2020-04-25,1.0
2000,NEW,2020-04-26,0.0
2000,NEW,2020-04-27,0.0
2000,NEW,2020-04-28,0.0
2000,NEW,2020-04-29,0.0
2000,NEW,2020-04-30,0.0
2000,NEW,2020-05-01,0.0
2000,NEW,2020-05-02,0.0
2000,NEW,2020-05-03,0.0
2000,NEW,2020-05-04,0.0
2000,NEW,2020-05-05,0.0
2000,NEW,2020-05-06,0.0
2000,NEW,2020-05-07,0.0
2000,NEW,2020-05-08,0.0
2000,NEW,2020-05-09,0.0
2000,NEW,2020-05-10,0.0
2000,NEW,2020-05-11,0.0
2000,NEW,2020-05-12,0.0
2000,SUM,2020-01-22,0.0
2000,SUM,2020-01-23,0.0
2000,SUM,2020-01-24,0.0
2000,SUM,2020-01-25,0.0
2000,SUM,2020-01-26,0.0
2000,SUM,2020-01-27,0.0
2000,SUM,2020-01-28,0.0
2000,SUM,2020-01-29,0.0
2000,SUM,2020-01-30,0.0
2000,SUM,2020-01-31,0.0
2000,SUM,2020-02-01,0.0
2000,SUM,2020-02-02,0.0
2000,SUM,2020-02-03,0.0
2000,SUM,2020-02-04,0.0
2000,SUM,2020-02-05,0.0
2000,SUM,2020-02-06,0.0
2000,SUM,2020-02-07,0.0
2000,SUM,2020-02-08,0.0
2000,SUM,2020-02-09,0.0
2000,SUM,2020-02-10,0.0
2000,SUM,2020-02-11,0.0
2000,SUM,2020-02-12,0.0
2000,SUM,2020-02-13,0.0
2000,SUM,2020-02-14,0.0
2000,SUM,2020-02-15,0.0
2000,SUM,2020-02-16,0.0
2000,SUM,2020-02-17,0.0
2000,SUM,2020-02-18,0.0
2000,SUM,2020-02-19,0.0
2000,SUM,2020-02-20,0.0
2000,SUM,2020-02-21,0.0
2000,SUM,2020-02-22,0.0
2000,SUM,2020-02-23,0.0
2000,SUM,2020-02-24,0.0
2000,SUM,2020-02-25,0.0
2000,SUM,2020-02-26,0.0
2000,SUM,2020-02-27,0.0
2000,SUM,2020-02-28,0.0
2000,SUM,2020-02-29,0.0
2000,SUM,2020-03-01,0.0
2000,SUM,2020-03-02,0.0
2000,SUM,2020-03-03,0.0
2000,SUM,2020-03-04,0.0
2000,SUM,2020-03-05,0.0
2000,SUM,2020-03-06,0.0
2000,SUM,2020-03-07,0.0
2000,SUM,2020-03-08,0.0
2000,SUM,2020-03-09,0.0
2000,SUM,2020-03-10,0.0
2000,SUM,2020-03-11,0.0
2000,SUM,2020-03-12,0.0
2000,SUM,2020-03-13,0.0
2000,SUM,2020-03-14,0.0
2000,SUM,2020-03-15,1.0
2000,SUM,2020-03-16,1.0
2000,SUM,2020-03-17,1.0
2000,SUM,2020-03-18,2.0
2000,SUM,2020-03-19,3.0
2000,SUM,2020-03-20,5.0
2000,SUM,2020-03-21,5.0
2000,SUM,2020-03-22,5.0
2000,SUM,2020-03-23,8.0
2000,SUM,2020-03-24,8.0
2000,SUM,2020-03-25,9.0
2000,SUM,2020-03-26,10.0
2000,SUM,2020-03-27,10.0
2000,SUM,2020-03-28,10.0
2000,SUM,2020-03-29,10.0
2000,SUM,2020-03-30,10.0
2000,SUM,2020-03-31,10.0
2000,SUM,2020-04-01,11.0
2000,SUM,2020-04-02,13.0
2000,SUM,2020-04-03,13.0
2000,SUM,2020-04-04,14.0
2000,SUM,2020-04-05,14.0
2000,SUM,2020-04-06,15.0
2000,SUM,2020-04-07,15.0
2000,SUM,2020-04-08,15.0
2000,SUM,2020-04-09,15.0
2000,SUM,2020-04-10,15.0
2000,SUM,2020-04-11,15.0
2000,SUM,2020-04-12,15.0
2000,SUM,2020-04-13,15.0
2000,SUM,2020-04-14,16.0
2000,SUM,2020-04-15,16.0
2000,SUM,2020-04-16,16.0
2000,SUM,2020-04-17,16.0
2000,SUM,2020-04-18,16.0
2000,SUM,2020-04-19,16.0
2000,SUM,2020-04-20,16.0
2000,SUM,2020-04-21,16.0
2000,SUM,2020-04-22,16.0
2000,SUM,2020-04-23,16.0
2000,SUM,2020-04-24,16.0
2000,SUM,2020-04-25,17.0
2000,SUM,2020-04-26,17.0
2000,SUM,2020-04-27,17.0
2000,SUM,2020-04-28,17.0
2000,SUM,2020-04-29,17.0
2000,SUM,2020-04-30,17.0
2000,SUM,2020-05-01,17.0
2000,SUM,2020-05-02,17.0
2000,SUM,2020-05-03,17.0
2000,SUM,2020-05-04,17.0
2000,SUM,2020-05-05,17.0
2000,SUM,2020-05-06,17.0
2000,SUM,2020-05-07,17.0
2000,SUM,2020-05-08,17.0
2000,SUM,2020-05-09,17.0
2000,SUM,2020-05-10,17.0
2000,SUM,2020-05-11,17.0
2000,SUM,2020-05-12,17.0
2007,NEW,2020-01-22,0.0
2007,NEW,2020-01-23,0.0
2007,NEW,2020-01-24,0.0
2007,NEW,2020-01-25,0.0
2007,NEW,2020-01-26,0.0
2007,NEW,2020-01-27,0.0
2007,NEW,2020-01-28,0.0
2007,NEW,2020-01-29,0.0
2007,NEW,2020-01-30,0.0
2007,NEW,2020-01-31,0.0
2007,NEW,2020-02-01,0.0
2007,NEW,2020-02-02,0.0
2007,NEW,2020-02-03,0.0
2007,NEW,2020-02-04,0.0
2007,NEW,2020-02-05,0.0
2007,NEW,2020-02-06,0.0
2007,NEW,2020-02-07,0.0
2007,NEW,2020-02-08,0.0
2007,NEW,2020-02-09,0.0
2007,NEW,2020-02-10,0.0
2007,NEW,2020-02-11,0.0
2007,NEW,2020-02-12,0.0
2007,NEW,2020-02-13,0.0
2007,NEW,2020-02-14,0.0
2007,NEW,2020-02-15,0.0
2007,NEW,2020-02-16,0.0
2007,NEW,2020-02-17,0.0
2007,NEW,2020-02-18,0.0
2007,NEW,2020-02-19,0.0
2007,NEW,2020-02-20,0.0
2007,NEW,2020-02-21,0.0
2007,NEW,2020-02-22,0.0
2007,NEW,2020-02-23,0.0
2007,NEW,2020-02-24,0.0
2007,NEW,2020-02-25,0.0
2007,NEW,2020-02-26,0.0
2007,NEW,2020-02-27,0.0
2007,NEW,2020-02-28,0.0
2007,NEW,2020-02-29,0.0
2007,NEW,2020-03-01,0.0
2007,NEW,2020-03-02,0.0
2007,NEW,2020-03-03,0.0
2007,NEW,2020-03-04,0.0
2007,NEW,2020-03-05,0.0
2007,NEW,2020-03-06,0.0
2007,NEW,2020-03-07,0.0
2007,NEW,2020-03-08,0.0
2007,NEW,2020-03-09,0.0
2007,NEW,2020-03-10,0.0
2007,NEW,2020-03-11,0.0
2007,NEW,2020-03-12,0.0
2007,NEW,2020-03-13,0.0
2007,NEW,2020-03-14,0.0
2007,NEW,2020-03-15,0.0
2007,NEW,2020-03-16,0.0
2007,NEW,2020-03-17,0.0
2007,NEW,2020-03-18,0.0
2007,NEW,2020-03-19,0.0
2007,NEW,2020-03-20,0.0
2007,NEW,2020-03-21,0.0
2007,NEW,2020-03-22,0.0
2007,NEW,2020-03-23,2.0
2007,NEW,2020-03-24,0.0
2007,NEW,2020-03-25,1.0
2007,NEW,2020-03-26,0.0
2007,NEW,2020-03-27,0.0
2007,NEW,2020-03-28,1.0
2007,NEW,2020-03-29,0.0
2007,NEW,2020-03-30,3.0
2007,NEW,2020-03-31,0.0
2007,NEW,2020-04-01,0.0
2007,NEW,2020-04-02,0.0
2007,NEW,2020-04-03,0.0
2007,NEW,2020-04-04,0.0
2007,NEW,2020-04-05,0.0
2007,NEW,2020-04-06,0.0
2007,NEW,2020-04-07,0.0
2007,NEW,2020-04-08,1.0
2007,NEW,2020-04-09,1.0
2007,NEW,2020-04-10,0.0
2007,NEW,2020-04-11,0.0
2007,NEW,2020-04-12,0.0
2007,NEW,2020-04-13,0.0
2007,NEW,2020-04-14,0.0
2007,NEW,2020-04-15,0.0
2007,NEW,2020-04-16,0.0
2007,NEW,2020-04-17,0.0
2007,NEW,2020-04-18,0.0
2007,NEW,2020-04-19,0.0
2007,NEW,2020-04-20,0.0
2007,NEW,2020-04-21,0.0
2007,NEW,2020-04-22,0.0
2007,NEW,2020-04-23,0.0
2007,NEW,2020-04-24,0.0
2007,NEW,2020-04-25,0.0
2007,NEW,2020-04-26,0.0
2007,NEW,2020-04-27,0.0
2007,NEW,2020-04-28,0.0
2007,NEW,2020-04-29,0.0
2007,NEW,2020-04-30,0.0
2007,NEW,2020-05-01,0.0
2007,NEW,2020-05-02,0.0
2007,NEW,2020-05-03,0.0
2007,NEW,2020-05-04,0.0
2007,NEW,2020-05-05,0.0
2007,NEW,2020-05-06,0.0
2007,NEW,2020-05-07,0.0
2007,NEW,2020-05-08,0.0
2007,NEW,2020-05-09,0.0
2007,NEW,2020-05-10,0.0
2007,NEW,2020-05-11,0.0
2007,NEW,2020-05-12,0.0
2007,SUM,2020-01-22,0.0
2007,SUM,2020-01-23,0.0
2007,SUM,2020-01-24,0.0
